id,modified,datasetid,institutioncode,collectioncode,eventid,datecollected,seasoncollected,yearcollected,startyearcollected,endyearcollected,monthcollected,startmonthcollected,endmonthcollected,daycollected,startdaycollected,enddaycollected,timeofday,starttimeofday,endtimeofday,timezone,waterbody,country,stateprovince,county,recordnumber,fieldnumber,decimallongitude,startdecimallongitude,enddecimallongitude,decimallatitude,startdecimallatitude,enddecimallatitude,coordinateuncertaintyinmeters,georeferenceprotocol,minimumdepthinmeters,maximumdepthinmeters,occurrenceid,scientificname,scientificnameid,aphiaid,rankname,scientificnameaccepted,scientificnameauthorship,aphiaidaccepted,kingdom,phylum,class,order,family,genus,subgenus,specificepithet,infraspecificepithet,occurrenceremarks,basisofrecord,typestatus,catalognumber,references,recordedby,identifiedby,yearidentified,monthidentified,dayidentified,preparations,samplingeffort,samplingprotocol,qc,datageneralizations,eventremarks,locationremarks,associatedsequences,associatedmedia,organismid,geodeticdatum,dynamicproperties,identificationverificationstatus,identificationreferences,organismquantity,organismquantitytype,samplesizevalue,samplesizeunit,materialsampleid,taxonconceptid,"Count (Dmnless)"
40298946,2012-02-22T11:09:42.9,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=2501,"DFO-MPO Canada",Duplisea,,1994-05-18T00:00:00,spring,1994,,,5,,,18,,,12.75,,,,"Baltic Sea",,,,,,15.99166667,,,55.25,,,,,,,,Harmothoe,urn:lsid:marinespecies.org:taxname:129491,http://marinespecies.org/aphia.php?p=taxdetails&id=129491,Genus,Harmothoe,"Kinberg, 1856",http://marinespecies.org/aphia.php?p=taxdetails&id=129491,Animalia,Annelida,Polychaeta,Phyllodocida,Polynoidae,Harmothoe,,,,"unit biomass:g/m²",O,,288,,,,,,,,,,17833855,,,,,,,,,,,,,,,,,10
40298947,2012-02-22T11:09:42.9,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=2501,"DFO-MPO Canada",Duplisea,,1994-05-18T00:00:00,spring,1994,,,5,,,18,,,12.75,,,,"Baltic Sea",,,,,,15.99166667,,,55.25,,,,,,,,Scoloplos,urn:lsid:marinespecies.org:taxname:129425,http://marinespecies.org/aphia.php?p=taxdetails&id=129425,Genus,Scoloplos,"Blainville, 1828",http://marinespecies.org/aphia.php?p=taxdetails&id=129425,Animalia,Annelida,Polychaeta,,Orbiniidae,Scoloplos,,,,"unit biomass:g/m²",O,,289,,,,,,,,,,17833855,,,,,,,,,,,,,,,,,746
40298948,2012-02-22T11:09:42.9,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=2501,"DFO-MPO Canada",Duplisea,,1994-05-18T00:00:00,spring,1994,,,5,,,18,,,12.75,,,,"Baltic Sea",,,,,,15.99166667,,,55.25,,,,,,,,Scoloplos,urn:lsid:marinespecies.org:taxname:129425,http://marinespecies.org/aphia.php?p=taxdetails&id=129425,Genus,Scoloplos,"Blainville, 1828",http://marinespecies.org/aphia.php?p=taxdetails&id=129425,Animalia,Annelida,Polychaeta,,Orbiniidae,Scoloplos,,,,"unit biomass:g/m²",O,,286,,,,,,,,,,17833855,,,,,,,,,,,,,,,,,628
40298949,2012-02-22T11:09:42.9,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=2501,"DFO-MPO Canada",Duplisea,,1994-05-18T00:00:00,spring,1994,,,5,,,18,,,12.75,,,,"Baltic Sea",,,,,,15.99166667,,,55.25,,,,,,,,Harmothoe,urn:lsid:marinespecies.org:taxname:129491,http://marinespecies.org/aphia.php?p=taxdetails&id=129491,Genus,Harmothoe,"Kinberg, 1856",http://marinespecies.org/aphia.php?p=taxdetails&id=129491,Animalia,Annelida,Polychaeta,Phyllodocida,Polynoidae,Harmothoe,,,,"unit biomass:g/m²",O,,285,,,,,,,,,,17833855,,,,,,,,,,,,,,,,,37
40298950,2012-02-22T11:09:42.9,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=2501,"DFO-MPO Canada",Duplisea,,1994-05-18T00:00:00,spring,1994,,,5,,,18,,,12.75,,,,"Baltic Sea",,,,,,15.99166667,,,55.25,,,,,,,,Biota,urn:lsid:marinespecies.org:taxname:1,http://marinespecies.org/aphia.php?p=taxdetails&id=1,,,,http://marinespecies.org/aphia.php?p=taxdetails&id=1,,,,,,,,,,"unit biomass:g/m²",O,,282,,,,,,,,,,17833851,,,,,,,,,,,,,,,,,1.38886e+007
40298951,2012-02-22T11:09:42.9,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=2501,"DFO-MPO Canada",Duplisea,,1994-05-18T00:00:00,spring,1994,,,5,,,18,,,12.75,,,,"Baltic Sea",,,,,,15.99166667,,,55.25,,,,,,,,Biota,urn:lsid:marinespecies.org:taxname:1,http://marinespecies.org/aphia.php?p=taxdetails&id=1,,,,http://marinespecies.org/aphia.php?p=taxdetails&id=1,,,,,,,,,,"unit biomass:g/m²",O,,283,,,,,,,,,,17833851,,,,,,,,,,,,,,,,,3.21174e+007
40298952,2012-02-22T11:09:42.9,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=2501,"DFO-MPO Canada",Duplisea,,1994-05-18T00:00:00,spring,1994,,,5,,,18,,,12.75,,,,"Baltic Sea",,,,,,15.99166667,,,55.25,,,,,,,,Mysida,urn:lsid:marinespecies.org:taxname:149668,http://marinespecies.org/aphia.php?p=taxdetails&id=149668,Order,Mysida,"Boas, 1883",http://marinespecies.org/aphia.php?p=taxdetails&id=149668,Animalia,Arthropoda,Malacostraca,Mysida,,,,,,"unit biomass:g/m²",O,,284,,,,,,,,,,17833851,,,,,,,,,,,,,,,,,10
40298953,2012-02-22T11:09:42.9,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=2501,"DFO-MPO Canada",Duplisea,,1994-05-18T00:00:00,spring,1994,,,5,,,18,,,12.75,,,,"Baltic Sea",,,,,,15.99166667,,,55.25,,,,,,,,Mysida,urn:lsid:marinespecies.org:taxname:149668,http://marinespecies.org/aphia.php?p=taxdetails&id=149668,Order,Mysida,"Boas, 1883",http://marinespecies.org/aphia.php?p=taxdetails&id=149668,Animalia,Arthropoda,Malacostraca,Mysida,,,,,,"unit biomass:g/m²",O,,287,,,,,,,,,,17833851,,,,,,,,,,,,,,,,,10
40333487,2012-02-22T11:09:42.9,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=2501,"DFO-MPO Canada",Duplisea,,1994-05-18T00:00:00,spring,1994,,,5,,,18,,,9.5,,,,"Baltic Sea",,,,,,16.065,,,55.66666667,,,,,,,,Harmothoe,urn:lsid:marinespecies.org:taxname:129491,http://marinespecies.org/aphia.php?p=taxdetails&id=129491,Genus,Harmothoe,"Kinberg, 1856",http://marinespecies.org/aphia.php?p=taxdetails&id=129491,Animalia,Annelida,Polychaeta,Phyllodocida,Polynoidae,Harmothoe,,,,"unit biomass:g/m²",O,,607,,,,,,,,,,17833855,,,,,,,,,,,,,,,,,28
40333488,2012-02-22T11:09:42.9,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=2501,"DFO-MPO Canada",Duplisea,,1994-05-18T00:00:00,spring,1994,,,5,,,18,,,9.5,,,,"Baltic Sea",,,,,,16.065,,,55.66666667,,,,,,,,Scoloplos,urn:lsid:marinespecies.org:taxname:129425,http://marinespecies.org/aphia.php?p=taxdetails&id=129425,Genus,Scoloplos,"Blainville, 1828",http://marinespecies.org/aphia.php?p=taxdetails&id=129425,Animalia,Annelida,Polychaeta,,Orbiniidae,Scoloplos,,,,"unit biomass:g/m²",O,,608,,,,,,,,,,17833855,,,,,,,,,,,,,,,,,1748
40333489,2012-02-22T11:09:42.9,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=2501,"DFO-MPO Canada",Duplisea,,1994-05-18T00:00:00,spring,1994,,,5,,,18,,,9.5,,,,"Baltic Sea",,,,,,16.065,,,55.66666667,,,,,,,,Ostracoda,urn:lsid:marinespecies.org:taxname:1078,http://marinespecies.org/aphia.php?p=taxdetails&id=1078,Class,Ostracoda,"Latreille, 1802",http://marinespecies.org/aphia.php?p=taxdetails&id=1078,Animalia,Arthropoda,Ostracoda,,,,,,,"unit biomass:g/m²",O,,600,,,,,,,,,,17833851,,,,,,,,,,,,,,,,,597
40333490,2012-02-22T11:09:42.9,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=2501,"DFO-MPO Canada",Duplisea,,1994-05-18T00:00:00,spring,1994,,,5,,,18,,,9.5,,,,"Baltic Sea",,,,,,16.065,,,55.66666667,,,,,,,,Priapulida,urn:lsid:marinespecies.org:taxname:101063,http://marinespecies.org/aphia.php?p=taxdetails&id=101063,Phylum,Priapulida,"Théel, 1906",http://marinespecies.org/aphia.php?p=taxdetails&id=101063,Animalia,Priapulida,,,,,,,,"unit biomass:g/m²",O,,601,,,,,,,,,,17833851,,,,,,,,,,,,,,,,,597
40333491,2012-02-22T11:09:42.9,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=2501,"DFO-MPO Canada",Duplisea,,1994-05-18T00:00:00,spring,1994,,,5,,,18,,,9.5,,,,"Baltic Sea",,,,,,16.065,,,55.66666667,,,,,,,,Biota,urn:lsid:marinespecies.org:taxname:1,http://marinespecies.org/aphia.php?p=taxdetails&id=1,,,,http://marinespecies.org/aphia.php?p=taxdetails&id=1,,,,,,,,,,"unit biomass:g/m²",O,,603,,,,,,,,,,17833851,,,,,,,,,,,,,,,,,2.64616e+007
40333492,2012-02-22T11:09:42.9,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=2501,"DFO-MPO Canada",Duplisea,,1994-05-18T00:00:00,spring,1994,,,5,,,18,,,9.5,,,,"Baltic Sea",,,,,,16.065,,,55.66666667,,,,,,,,Biota,urn:lsid:marinespecies.org:taxname:1,http://marinespecies.org/aphia.php?p=taxdetails&id=1,,,,http://marinespecies.org/aphia.php?p=taxdetails&id=1,,,,,,,,,,"unit biomass:g/m²",O,,604,,,,,,,,,,17833851,,,,,,,,,,,,,,,,,5.65351e+007
40333493,2012-02-22T11:09:42.9,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=2501,"DFO-MPO Canada",Duplisea,,1994-05-18T00:00:00,spring,1994,,,5,,,18,,,9.5,,,,"Baltic Sea",,,,,,16.065,,,55.66666667,,,,,,,,Biota,urn:lsid:marinespecies.org:taxname:1,http://marinespecies.org/aphia.php?p=taxdetails&id=1,,,,http://marinespecies.org/aphia.php?p=taxdetails&id=1,,,,,,,,,,"unit biomass:g/m²",O,,606,,,,,,,,,,17833851,,,,,,,,,,,,,,,,,1.87426e+007
40333494,2012-02-22T11:09:42.9,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=2501,"DFO-MPO Canada",Duplisea,,1994-05-18T00:00:00,spring,1994,,,5,,,18,,,9.5,,,,"Baltic Sea",,,,,,16.065,,,55.66666667,,,,,,,,Biota,urn:lsid:marinespecies.org:taxname:1,http://marinespecies.org/aphia.php?p=taxdetails&id=1,,,,http://marinespecies.org/aphia.php?p=taxdetails&id=1,,,,,,,,,,"unit biomass:g/m²",O,,611,,,,,,,,,,17833851,,,,,,,,,,,,,,,,,300948
40333496,2012-02-22T11:09:42.9,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=2501,"DFO-MPO Canada",Duplisea,,1994-05-18T00:00:00,spring,1994,,,5,,,18,,,9.5,,,,"Baltic Sea",,,,,,16.065,,,55.66666667,,,,,,,,Aricidea,urn:lsid:marinespecies.org:taxname:129430,http://marinespecies.org/aphia.php?p=taxdetails&id=129430,Genus,Aricidea,"Webster, 1879",http://marinespecies.org/aphia.php?p=taxdetails&id=129430,Animalia,Annelida,Polychaeta,,Paraonidae,Aricidea,,,,"unit biomass:g/m²",O,,610,,,,,,,,,,17833855,,,,,,,,,,,,,,,,,32
40333497,2012-02-22T11:09:42.9,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=2501,"DFO-MPO Canada",Duplisea,,1994-05-18T00:00:00,spring,1994,,,5,,,18,,,9.5,,,,"Baltic Sea",,,,,,16.065,,,55.66666667,,,,,,,,Polychaeta,urn:lsid:marinespecies.org:taxname:883,http://marinespecies.org/aphia.php?p=taxdetails&id=883,Class,Polychaeta,"Grube, 1850",http://marinespecies.org/aphia.php?p=taxdetails&id=883,Animalia,Annelida,Polychaeta,,,,,,,"unit biomass:g/m²",O,,602,,,,,,,,,,17833851,,,,,,,,,,,,,,,,,21890
40333498,2012-02-22T11:09:42.9,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=2501,"DFO-MPO Canada",Duplisea,,1994-05-18T00:00:00,spring,1994,,,5,,,18,,,9.5,,,,"Baltic Sea",,,,,,16.065,,,55.66666667,,,,,,,,Acari,urn:lsid:marinespecies.org:taxname:292684,http://marinespecies.org/aphia.php?p=taxdetails&id=292684,Subclass,Acari,"Leach, 1817",http://marinespecies.org/aphia.php?p=taxdetails&id=292684,Animalia,Arthropoda,Arachnida,,,,,,,"unit biomass:g/m²",O,,599,,,,,,,,,,17833851,,,,,,,,,,,,,,,,,398
40333499,2012-02-22T11:09:42.9,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=2501,"DFO-MPO Canada",Duplisea,,1994-05-18T00:00:00,spring,1994,,,5,,,18,,,9.5,,,,"Baltic Sea",,,,,,16.065,,,55.66666667,,,,,,,,Nematoda,urn:lsid:marinespecies.org:taxname:799,http://marinespecies.org/aphia.php?p=taxdetails&id=799,Phylum,Nematoda,,http://marinespecies.org/aphia.php?p=taxdetails&id=799,Animalia,Nematoda,,,,,,,,"unit biomass:g/m²",O,,598,,,,,,,,,,17833851,,,,,,,,,,,,,,,,,2.88872e+006
40333500,2012-02-22T11:09:42.9,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=2501,"DFO-MPO Canada",Duplisea,,1994-05-18T00:00:00,spring,1994,,,5,,,18,,,9.5,,,,"Baltic Sea",,,,,,16.065,,,55.66666667,,,,,,,,"Trochochaeta multisetosa",urn:lsid:marinespecies.org:taxname:131576,http://marinespecies.org/aphia.php?p=taxdetails&id=131576,Species,"Trochochaeta multisetosa","(Örsted, 1844)",http://marinespecies.org/aphia.php?p=taxdetails&id=131576,Animalia,Annelida,Polychaeta,Spionida,Trochochaetidae,Trochochaeta,,multisetosa,,"unit biomass:g/m²",O,,609,,,,,,,,,,17833855,,,,,,,,,,,,,,,,,19
40333501,2012-02-22T11:09:42.9,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=2501,"DFO-MPO Canada",Duplisea,,1994-05-18T00:00:00,spring,1994,,,5,,,18,,,9.5,,,,"Baltic Sea",,,,,,16.065,,,55.66666667,,,,,,,,Bacillariophyceae,urn:lsid:marinespecies.org:taxname:148899,http://marinespecies.org/aphia.php?p=taxdetails&id=148899,Class,Bacillariophyceae,"Haeckel, 1878",http://marinespecies.org/aphia.php?p=taxdetails&id=148899,Chromista,Ochrophyta,Bacillariophyceae,,,,,,,"unit biomass:g/m²",O,,605,,,,,,,,,,17833851,,,,,,,,,,,,,,,,,7.15365e+006
40753188,2012-02-22T11:09:42.9,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=2501,"DFO-MPO Canada",Duplisea,,1994-05-12T00:00:00,spring,1994,,,5,,,12,,,6.5,,,,"Baltic Sea",,,,,,17.06666667,,,57.475,,,,,,,,Bacillariophyceae,urn:lsid:marinespecies.org:taxname:148899,http://marinespecies.org/aphia.php?p=taxdetails&id=148899,Class,Bacillariophyceae,"Haeckel, 1878",http://marinespecies.org/aphia.php?p=taxdetails&id=148899,Chromista,Ochrophyta,Bacillariophyceae,,,,,,,"unit biomass:g/m²",O,,48,,,,,,,,,,17833851,,,,,,,,,,,,,,,,,2.07418e+006
40753189,2012-02-22T11:09:42.9,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=2501,"DFO-MPO Canada",Duplisea,,1994-05-12T00:00:00,spring,1994,,,5,,,12,,,6.5,,,,"Baltic Sea",,,,,,17.06666667,,,57.475,,,,,,,,"Macoma balthica",urn:lsid:marinespecies.org:taxname:141579,http://marinespecies.org/aphia.php?p=taxdetails&id=141579,Species,"Macoma balthica","(Linnaeus, 1758)",http://marinespecies.org/aphia.php?p=taxdetails&id=141579,Animalia,Mollusca,Bivalvia,Cardiida,Tellinidae,Macoma,,balthica,,"unit biomass:g/m²",O,,44,,,,,,,,,,17833855,,,,,,,,,,,,,,,,,10
40753190,2012-02-22T11:09:42.9,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=2501,"DFO-MPO Canada",Duplisea,,1994-05-12T00:00:00,spring,1994,,,5,,,12,,,6.5,,,,"Baltic Sea",,,,,,17.06666667,,,57.475,,,,,,,,Priapulida,urn:lsid:marinespecies.org:taxname:101063,http://marinespecies.org/aphia.php?p=taxdetails&id=101063,Phylum,Priapulida,"Théel, 1906",http://marinespecies.org/aphia.php?p=taxdetails&id=101063,Animalia,Priapulida,,,,,,,,"unit biomass:g/m²",O,,42,,,,,,,,,,17833851,,,,,,,,,,,,,,,,,32736
40753191,2012-02-22T11:09:42.9,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=2501,"DFO-MPO Canada",Duplisea,,1994-05-12T00:00:00,spring,1994,,,5,,,12,,,6.5,,,,"Baltic Sea",,,,,,17.06666667,,,57.475,,,,,,,,Biota,urn:lsid:marinespecies.org:taxname:1,http://marinespecies.org/aphia.php?p=taxdetails&id=1,,,,http://marinespecies.org/aphia.php?p=taxdetails&id=1,,,,,,,,,,"unit biomass:g/m²",O,,45,,,,,,,,,,17833851,,,,,,,,,,,,,,,,,8.86332e+006
40753192,2012-02-22T11:09:42.9,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=2501,"DFO-MPO Canada",Duplisea,,1994-05-12T00:00:00,spring,1994,,,5,,,12,,,6.5,,,,"Baltic Sea",,,,,,17.06666667,,,57.475,,,,,,,,Biota,urn:lsid:marinespecies.org:taxname:1,http://marinespecies.org/aphia.php?p=taxdetails&id=1,,,,http://marinespecies.org/aphia.php?p=taxdetails&id=1,,,,,,,,,,"unit biomass:g/m²",O,,46,,,,,,,,,,17833851,,,,,,,,,,,,,,,,,2.23296e+007
40753193,2012-02-22T11:09:42.9,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=2501,"DFO-MPO Canada",Duplisea,,1994-05-12T00:00:00,spring,1994,,,5,,,12,,,6.5,,,,"Baltic Sea",,,,,,17.06666667,,,57.475,,,,,,,,Biota,urn:lsid:marinespecies.org:taxname:1,http://marinespecies.org/aphia.php?p=taxdetails&id=1,,,,http://marinespecies.org/aphia.php?p=taxdetails&id=1,,,,,,,,,,"unit biomass:g/m²",O,,47,,,,,,,,,,17833851,,,,,,,,,,,,,,,,,4.14835e+006
40753194,2012-02-22T11:09:42.9,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=2501,"DFO-MPO Canada",Duplisea,,1994-05-12T00:00:00,spring,1994,,,5,,,12,,,6.5,,,,"Baltic Sea",,,,,,17.06666667,,,57.475,,,,,,,,Biota,urn:lsid:marinespecies.org:taxname:1,http://marinespecies.org/aphia.php?p=taxdetails&id=1,,,,http://marinespecies.org/aphia.php?p=taxdetails&id=1,,,,,,,,,,"unit biomass:g/m²",O,,49,,,,,,,,,,17833851,,,,,,,,,,,,,,,,,1.78827e+007
40753195,2012-02-22T11:09:42.9,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=2501,"DFO-MPO Canada",Duplisea,,1994-05-12T00:00:00,spring,1994,,,5,,,12,,,6.5,,,,"Baltic Sea",,,,,,17.06666667,,,57.475,,,,,,,,Acari,urn:lsid:marinespecies.org:taxname:292684,http://marinespecies.org/aphia.php?p=taxdetails&id=292684,Subclass,Acari,"Leach, 1817",http://marinespecies.org/aphia.php?p=taxdetails&id=292684,Animalia,Arthropoda,Arachnida,,,,,,,"unit biomass:g/m²",O,,41,,,,,,,,,,17833851,,,,,,,,,,,,,,,,,7960
40753196,2012-02-22T11:09:42.9,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=2501,"DFO-MPO Canada",Duplisea,,1994-05-12T00:00:00,spring,1994,,,5,,,12,,,6.5,,,,"Baltic Sea",,,,,,17.06666667,,,57.475,,,,,,,,"Pontoporeia femorata",urn:lsid:marinespecies.org:taxname:103079,http://marinespecies.org/aphia.php?p=taxdetails&id=103079,Species,"Pontoporeia femorata","Krøyer, 1842",http://marinespecies.org/aphia.php?p=taxdetails&id=103079,Animalia,Arthropoda,Malacostraca,Amphipoda,Pontoporeiidae,Pontoporeia,,femorata,,"unit biomass:g/m²",O,,43,,,,,,,,,,17833855,,,,,,,,,,,,,,,,,46
40753197,2012-02-22T11:09:42.9,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=2501,"DFO-MPO Canada",Duplisea,,1994-05-12T00:00:00,spring,1994,,,5,,,12,,,6.5,,,,"Baltic Sea",,,,,,17.06666667,,,57.475,,,,,,,,Harpacticoida,urn:lsid:marinespecies.org:taxname:1102,http://marinespecies.org/aphia.php?p=taxdetails&id=1102,Order,Harpacticoida,"Sars G.O., 1903",http://marinespecies.org/aphia.php?p=taxdetails&id=1102,Animalia,Arthropoda,Copepoda,Harpacticoida,,,,,,"unit biomass:g/m²",O,,40,,,,,,,,,,17833851,,,,,,,,,,,,,,,,,64476
40753198,2012-02-22T11:09:42.9,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=2501,"DFO-MPO Canada",Duplisea,,1994-05-12T00:00:00,spring,1994,,,5,,,12,,,6.5,,,,"Baltic Sea",,,,,,17.06666667,,,57.475,,,,,,,,Nematoda,urn:lsid:marinespecies.org:taxname:799,http://marinespecies.org/aphia.php?p=taxdetails&id=799,Phylum,Nematoda,,http://marinespecies.org/aphia.php?p=taxdetails&id=799,Animalia,Nematoda,,,,,,,,"unit biomass:g/m²",O,,39,,,,,,,,,,17833851,,,,,,,,,,,,,,,,,83580
40775232,2012-02-22T11:09:42.9,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=2501,"DFO-MPO Canada",Duplisea,,1994-05-17T00:00:00,spring,1994,,,5,,,17,,,11.75,,,,"Baltic Sea",,,,,,17.165,,,56.94666667,,,,,,,,Polychaeta,urn:lsid:marinespecies.org:taxname:883,http://marinespecies.org/aphia.php?p=taxdetails&id=883,Class,Polychaeta,"Grube, 1850",http://marinespecies.org/aphia.php?p=taxdetails&id=883,Animalia,Annelida,Polychaeta,,,,,,,"unit biomass:g/m²",O,,32,,,,,,,,,,17833851,,,,,,,,,,,,,,,,,1658
40775233,2012-02-22T11:09:42.9,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=2501,"DFO-MPO Canada",Duplisea,,1994-05-17T00:00:00,spring,1994,,,5,,,17,,,11.75,,,,"Baltic Sea",,,,,,17.165,,,56.94666667,,,,,,,,Harpacticoida,urn:lsid:marinespecies.org:taxname:1102,http://marinespecies.org/aphia.php?p=taxdetails&id=1102,Order,Harpacticoida,"Sars G.O., 1903",http://marinespecies.org/aphia.php?p=taxdetails&id=1102,Animalia,Arthropoda,Copepoda,Harpacticoida,,,,,,"unit biomass:g/m²",O,,27,,,,,,,,,,17833851,,,,,,,,,,,,,,,,,3316
40775234,2012-02-22T11:09:42.9,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=2501,"DFO-MPO Canada",Duplisea,,1994-05-17T00:00:00,spring,1994,,,5,,,17,,,11.75,,,,"Baltic Sea",,,,,,17.165,,,56.94666667,,,,,,,,"Pontoporeia femorata",urn:lsid:marinespecies.org:taxname:103079,http://marinespecies.org/aphia.php?p=taxdetails&id=103079,Species,"Pontoporeia femorata","Krøyer, 1842",http://marinespecies.org/aphia.php?p=taxdetails&id=103079,Animalia,Arthropoda,Malacostraca,Amphipoda,Pontoporeiidae,Pontoporeia,,femorata,,"unit biomass:g/m²",O,,30,,,,,,,,,,17833855,,,,,,,,,,,,,,,,,553
40775235,2012-02-22T11:09:42.9,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=2501,"DFO-MPO Canada",Duplisea,,1994-05-17T00:00:00,spring,1994,,,5,,,17,,,11.75,,,,"Baltic Sea",,,,,,17.165,,,56.94666667,,,,,,,,Nematoda,urn:lsid:marinespecies.org:taxname:799,http://marinespecies.org/aphia.php?p=taxdetails&id=799,Phylum,Nematoda,,http://marinespecies.org/aphia.php?p=taxdetails&id=799,Animalia,Nematoda,,,,,,,,"unit biomass:g/m²",O,,26,,,,,,,,,,17833851,,,,,,,,,,,,,,,,,1.00328e+006
40775236,2012-02-22T11:09:42.9,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=2501,"DFO-MPO Canada",Duplisea,,1994-05-17T00:00:00,spring,1994,,,5,,,17,,,11.75,,,,"Baltic Sea",,,,,,17.165,,,56.94666667,,,,,,,,Terebellidae,urn:lsid:marinespecies.org:taxname:982,http://marinespecies.org/aphia.php?p=taxdetails&id=982,Family,Terebellidae,"Johnston, 1846",http://marinespecies.org/aphia.php?p=taxdetails&id=982,Animalia,Annelida,Polychaeta,Terebellida,Terebellidae,,,,,"unit biomass:g/m²",O,,37,,,,,,,,,,17833851,,,,,,,,,,,,,,,,,10
40775237,2012-02-22T11:09:42.9,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=2501,"DFO-MPO Canada",Duplisea,,1994-05-17T00:00:00,spring,1994,,,5,,,17,,,11.75,,,,"Baltic Sea",,,,,,17.165,,,56.94666667,,,,,,,,Harmothoe,urn:lsid:marinespecies.org:taxname:129491,http://marinespecies.org/aphia.php?p=taxdetails&id=129491,Genus,Harmothoe,"Kinberg, 1856",http://marinespecies.org/aphia.php?p=taxdetails&id=129491,Animalia,Annelida,Polychaeta,Phyllodocida,Polynoidae,Harmothoe,,,,"unit biomass:g/m²",O,,36,,,,,,,,,,17833855,,,,,,,,,,,,,,,,,10
40775238,2012-02-22T11:09:42.9,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=2501,"DFO-MPO Canada",Duplisea,,1994-05-17T00:00:00,spring,1994,,,5,,,17,,,11.75,,,,"Baltic Sea",,,,,,17.165,,,56.94666667,,,,,,,,Ostracoda,urn:lsid:marinespecies.org:taxname:1078,http://marinespecies.org/aphia.php?p=taxdetails&id=1078,Class,Ostracoda,"Latreille, 1802",http://marinespecies.org/aphia.php?p=taxdetails&id=1078,Animalia,Arthropoda,Ostracoda,,,,,,,"unit biomass:g/m²",O,,28,,,,,,,,,,17833851,,,,,,,,,,,,,,,,,6830
40775239,2012-02-22T11:09:42.9,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=2501,"DFO-MPO Canada",Duplisea,,1994-05-17T00:00:00,spring,1994,,,5,,,17,,,11.75,,,,"Baltic Sea",,,,,,17.165,,,56.94666667,,,,,,,,Biota,urn:lsid:marinespecies.org:taxname:1,http://marinespecies.org/aphia.php?p=taxdetails&id=1,,,,http://marinespecies.org/aphia.php?p=taxdetails&id=1,,,,,,,,,,"unit biomass:g/m²",O,,38,,,,,,,,,,17833851,,,,,,,,,,,,,,,,,17618
40775241,2012-02-22T11:09:42.9,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=2501,"DFO-MPO Canada",Duplisea,,1994-05-17T00:00:00,spring,1994,,,5,,,17,,,11.75,,,,"Baltic Sea",,,,,,17.165,,,56.94666667,,,,,,,,Turbellaria,urn:lsid:marinespecies.org:taxname:794,http://marinespecies.org/aphia.php?p=taxdetails&id=794,,,,,,,,,,,,,,"unit biomass:g/m²",O,,33,,,,,,,,,,17833851,,,,,,,,,,,,,,,,,9947
